rec_id,value
311,"Geological Survey of Canada Open File 2915b, 256 p."
312,"Large, D.J., and Small,J.S., 2000, Diffusion and reaction-controlled Cu-Pb-Zn ore mineral precipitation in a reducing system: amodel applied to the pattern of ore mineral precipitation in the Kupferschieffer and othe black shales: Economic Geology, v. 95, p.577-586"
312,"Kucha, H,. and Przybylowicz, W., 1999, Noble metals in organic matter and clay-organic matrices, Kupferschiefer, Poland: Economic Geology, v. 94, p. 1137-1162."
312,"Jowett, E.C., Rydzewski, A., and Jowett, R.J., 1986, The Kupferschiefer Cu-Ag deposits in Poland: a re-appraisal of the evidence of their origin and presentaton of a new genetic model: Canadian Journal of Earth Science, v. 24, p. 2016-2037."
313,"Walther, H.W.,1986, Federal Republic of Germany in Dunning, F.W., and Evans, A.M., eds., Mineral deposits of Europe, v. 3, Central Europe: Institution of Mining and Metallurgy, The Mineralogical Society, p. 175-293."
314,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
314,"Jowett, E.C., Rydzewski, A., and Jowett, R.J., 1986, The Kupferschiefer Cu-Ag deposits in Poland: a re-appraisal of the evidence of their origin and presentaton of a new genetic model: Canadian Journal of Earth Science, v. 24, p. 2016-2037."
314,"Geological Survey of Canada Open File 2915b, 256 p."
315,"Geological Survey of Canada Open File 2915b, 256 p."
315,"Jowett, E.C., Rydzewski, A., and Jowett, R.J., 1986, The Kupferschiefer Cu-Ag deposits in Poland: a re-appraisal of the evidence of their origin and presentaton of a new genetic model: Canadian Journal of Earth Science, v. 24, p. 2016-2037."
315,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
316,"Walther, H.W.,1986, Federal Republic of Germany in Dunning, F.W., and Evans, A.M., eds., Mineral deposits of Europe, v. 3, Central Europe: Institution of Mining and Metallurgy, The Mineralogical Society, p. 175-293."
317,"Walther, H.W.,1986, Federal Republic of Germany in Dunning, F.W., and Evans, A.M., eds., Mineral deposits of Europe, v. 3, Central Europe: Institution of Mining and Metallurgy, The Mineralogical Society, p. 175-293."
317,"Schmidt, F.P., Schumacher, C., Spieth, V., and Friedrich, G. 1986, Results of recent exploration for copper-silver deposits in the Kupferschiefer of West Germanyin Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M. Geology and Metallogeny of Copper Deposits, Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p. 573-582."
317,"Vaughn, D.J., Sweeney, Diedel, G.F.R., ans Haranczyk, C., 1989, The Kupferschiefer: An overview with an appraisal of the different types of mineralization: Economic Geology, v. 84, p. 1003-1027."
318,"Reh.H., 1984, Vue densemble sur la métallogenie de la Republique Démocratique Allemande in Unesco, Explanatory Memoir of the Melallogenic map of Europe and Neighboring Countries, p. 237-256"
319,"Reh.H., 1984, Vue densemble sur la métallogenie de la Republique Démocratique Allemande in Unesco, Explanatory Memoir of the Melallogenic map of Europe and Neighboring Countries, p. 237-256"
320,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
320,"Geological Survey of Canada Open File 2915b, 256 p"
321,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
321,"Geological Survey of Canada Open File 2915b, 256 p"
322,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
322,"Geological Survey of Canada Open File 2915b, 256 p"
323,"Geological Survey of Canada Open File 2915b, 256 p"
323,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
324,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
324,"Dewey, H., 1925, Copper ores of Midlands, Wales, The Lake District and the Isle of Man: Special Report on the Mineral Resources of Great britain, v. 30"
324,"Geological Survey of Canada Open File 2915b, 256 p"
325,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
325,"Geological Survey of Canada Open File 2915b, 256 p"
326,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
326,"Geological Survey of Canada Open File 2915b, 256 p"
327,"Walther, H.W.,1986, Federal Republic of Germany in Dunning, F.W., and Evans, A.M., eds., Mineral deposits of Europe, v. 3, Central Europe: Institution of Mining and Metallurgy, The Mineralogical Society, p. 175-293."
328,"Walther, H.W.,1986, Federal Republic of Germany in Dunning, F.W., and Evans, A.M., eds., Mineral deposits of Europe, v. 3, Central Europe: Institution of Mining and Metallurgy, The Mineralogical Society, p. 175-293."
329,"Geological Survey of Canada Open File 2915b, 256 p"
329,"Strakhov, N.M., 1962, Principles of lithogenesis (Translated by Fitzimmons, J.P., editedby Tomkieff, S.I., and Hemingway, J.E.) New York, Plenum Publishing Corp. and Edinburgh, Oliver and Boyd, 577 p."
329,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
330,"Geological Survey of Canada Open File 2915b, 256 p."
330,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
331,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
331,"Geological Survey of Canada Open File 2915b, 256 p"
331,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
332,"Davidson, C.F.,1965, A possble mode of origin of stratabound copper ores: Economic Geology, v. 60, p. 942-954."
332,"Kanana, Y.F., 1974, Association of copper-lead-zinc ore ocurences of the Lower Permian Bakhmut Basin with sulfide ore formation of the Nagolnyi Ridge in the Donets Basin: Lithology and Mineral Resources, Nov. 1974"
332,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
332,"Geological Survey of Canada Open File 2915b, 256 p"
333,"Strakhov, N.M., 1962, Principles of lithogenesis (Translated by Fitzimmons, J.P., editedby Tomkieff, S.I., and Hemingway, J.E.) New York, Plenum Publishing Corp. and Edinburgh, Oliver and Boyd, 577 p."
333,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
333,"Geological Survey of Canada Open File 2915b, 256 p"
334,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
334,"Geological Survey of Canada Open File 2915b, 256 p"
335,"Bogdanov, Y.V., Buryanova, E.Z., and Kytyrev, E.I., 1973, Stratifitzirovannye mestotozhdenniya nedi SSSR (Strata-bound copper deposits of the USSR): Leningrad, Nedra Publishing House, 312 p. (in Russian)"
335,"Geological Survey of Canada Open File 2915b, 256 p"
335,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
336,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
336,"Geological Survey of Canada Open File 2915b, 256 p."
336,"Jaffe, F.C., 1984, Metallogénie de la Suisse in Unesco, Explanatory Memoir of the Melallogenic map of Europe and Neighboring Countries,  p. 25-38."
337,"Wopfner, H., Griesecke, S., Koch, J., and Fels,H., 1983, New aspects on Metal deposits of the Groeden Sandstone (South Tyrol, taly) in  Schneider, H.J., ed., Mineral  Deposits of the Alps and of the Alpine Epoch in Europe, Springer Verlag, p. 60-69."
338,"Jaffe, F.C., 1984, Metallogénie de la Suisse in Unesco, Explanatory Memoir of the Melallogenic map of Europe and Neighboring Countries,  p. 25-38."
338,"Geological Survey of Canada Open File 2915b, 256 p."
338,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
339,"Geological Survey of Canada Open File 2915b, 256 p"
339,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
340,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
340,"Geological Survey of Canada Open File 2915b, 256 p"
341,"Geological Survey of Canada Open File 2915b, 256 p"
341,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
342,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
342,"Geological Survey of Canada Open File 2915b, 256 p"
343,"Drovenik, M., 1980, Copper deposits in Permian Sandstone of Yugoslavia in"
343,"European Copper Deposits: Belgrade, Society for Geology Applied to Mineral Deposits, Special Pub. No. 1, p. 261-264."
343,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
343,"Geological Survey of Canada Open File 2915b, 256 p."
344,"Vinchon, C., 1984, Sédimentogénese et métallogénese du Permien du Dôme du Barrot (Alpes Maritimes France): Documents du B.R.G.M. No. 70, 444 p."
344,"Geological Survey of Canada Open File 2915b, 256 p"
344,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
345,"Vinchon, C., 1984, Sédimentogénese et métallogénese du Permien du Dôme du Barrot (Alpes Maritimes France): Documents du B.R.G.M. No. 70, 444 p."
345,"Geological Survey of Canada Open File 2915b, 256 p"
345,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
346,"Vinchon, C., 1984, Sédimentogénese et métallogénese du Permien du Dôme du Barrot (Alpes Maritimes France): Documents du B.R.G.M. No. 70, 444 p."
346,"Geological Survey of Canada Open File 2915b, 256 p"
346,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
347,"Vinchon, C., 1984, Sédimentogénese et métallogénese du Permien du Dôme du Barrot (Alpes Maritimes France): Documents du B.R.G.M. No. 70, 444 p."
347,"Geological Survey of Canada Open File 2915b, 256 p"
347,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
348,"Vinchon, C., 1984, Sédimentogénese et métallogénese du Permien du Dôme du Barrot (Alpes Maritimes France): Documents du B.R.G.M. No. 70, 444 p."
348,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
348,"Geological Survey of Canada Open File 2915b, 256 p"
349,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
349,"Geological Survey of Canada Open File 2915b, 256 p"
350,"Droveni, M., 1983, Mineral deposits in Permian sandstone of Yugoslavia in European  Copper Deposits: Society for Geology Applied to  Mineral Deposits, Belgrade, Special Publication No. 1, P. 261-264"
351,"Vinchon, C., 1984, Sédimentogénese et métallogénese du Permien du Dôme du Barrot (Alpes Maritimes France): Documents du B.R.G.M. No. 70, 444 p."
351,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
351,"Geological Survey of Canada Open File 2915b, 256 p"
352,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
352,"Geological Survey of Canada Open File 2915b, 256 p."
353,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
353,"Geological Survey of Canada Open File 2915b, 256 p."
354,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
354,"Geological Survey of Canada Open File 2915b, 256 p."
355,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
355,"Geological Survey of Canada Open File 2915b, 256 p."
356,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
356,"Geological Survey of Canada Open File 2915b, 256 p"
357,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
357,"Geological Survey of Canada Open File 2915b, 256 p"
358,"Bazin, D.,and Hubner, H., 1969, Copper deposits in Iran: Geological survey of Iran Geological Report 13, p. 93."
359,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
359,"Geological Survey of Canada Open File 2915b, 256 p"
360,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
360,"Geological Survey of Canada Open File 2915b, 256 p"
361,"Bazin, D.,and Hubner, H., 1969, Copper deposits in Iran: Geological survey of Iran Geological Report 13, p. 93."
362,"Bar-Mathews, M., 1987, The genesis of uranium in manganese and phosphorite assemblages, Timna Basin, Israel: Geological Magazine, v. 124, no. 3, p. 211-229"
362,"Segev, A., and Sass, E., Copper-enriched syngenetic dolostones as spource for epigenetic coper mineralization in sandstones and shales (Timna, Israel)in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36,  p. 647-658"
363,"Bar-Mathews, M., 1987, The genesis of uranium in manganese and phosphorite assemblages, Timna Basin, Israel: Geological Magazine, v. 124, no. 3, p. 211-229"
363,"Segev, A., and Sass, E., Copper-enriched syngenetic dolostones as spource for epigenetic coper mineralization in sandstones and shales (Timna, Israel)in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36,  p. 647-658"
364,"Bar-Mathews, M., 1987, The genesis of uranium in manganese and phosphorite assemblages, Timna Basin, Israel: Geological Magazine, v. 124, no. 3, p. 211-229"
364,"Segev, A., and Sass, E., Copper-enriched syngenetic dolostones as spource for epigenetic coper mineralization in sandstones and shales (Timna, Israel)in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36,  p. 647-658"
365,"Haynes, S.J., 1989, Kuhne Mes, southern Iran: a Tertiary Sabkha-hosted Cu-Pb deposit associated with active compressional tectonicsin Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36, p. 637-646"
366,"Timothy Hayes, written commun., 2001"
366,"Worl, R., and Flanigan, V.J., 1976, The Jabal Murryyi copper prospect, Al Aqiq quadrangle, sheet 20-41D, Kingdom of Saudi Arabia:  U.S. Geological Survey Saudi Arabian Project Report 212, 18 p."
366,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
367,"Timothy Hayes, written commun., 2001"
367,"Mawad, M.M, 1982, Mineral Reconnaissance of the area between Wadi yiba and Wadi Qanunah, Kingdom of Saudi Arabia:  Saudi Arabian Deputy Ministry for Mineral Resources Open-File Report USGS-OF-02-53, 26 p."
367,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
368,"Timothy Hayes, written commun., 2001"
368,"Earhart, R.L., 1969, Report on exploration of the Wadi Yiba copper prospect, Tihamat Ash Sham Quadrangle, Kingdom of Saudi Arabia:  U.S. Geological Survey Saudi Arabian Project Report 108, 42 p."
368,"Davis, W.E., and Akhrass, M.N., 1967, Preliminary geophysical investigation of the Wadi Yiba copper prospect, Saudi Arabia:  U.S. Geological Survey Saudi Arabian Project Technical Letter 96, 4 p."
368,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
369,"Timothy Hayes, written commun., 2001"
369,"Sanders, R.N. 1983, Mineral potential of the Al Mehdadah prospect (19/41D):  Saudi Arabian Deputy Ministry for Mineral Resources Open-File Report DGMR-OF-03-27, 32 p."
370,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
370,"Timothy Hayes, written commun., 2001"
370,"Parker, T.W.H., and Smith, G.H., 1980, An assessment of the stratiform copper potential of the Ablah Synform:  Saudi Arabian Deputy Ministry for Mineral Resources Technical Record RF-TR-01-1, 47 p."
371,"Earhart, R.L., 1968, A preliminary investigation of a copper occurrence at Jabal Sarbon, Tihamat Ash Sham Quadrangle, Kingdom of Saudi Arabia:  U.S. Geological Survey Saudi Arabian Project Technical Letter 102, 11 p."
371,"Timothy Hayes, written commun., 2001"
371,"Sanders, R.N., Tedder, I.J., Ford, C.R., and Circosta, G.B., 1980, Stratiform copper search in the southern Ablah graben.  Unpublished Utah Saudi Arabia Report No. 331, 112 p."
371,"Last, B.J., and Basahel, M., 1983, Jabal Sa'aban prospect; magnetic and VLF electromagnetic surveys:  Saudi Arabian Deputy Ministry for Mineral Resources Open-File Report DGMR-OF-04-10, 20 p."
371,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
372,"Timothy Hayes, written commun., 2001"
372,"Sanders, R.N., Tedder, I.J., Ford, C.R., and Circosta, G.B., 1980, Stratiform copper search in the southern Ablah graben:  Unpublished Utah Saudi Arabia Report 331, 112 p."
372,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
373,"Sanders, R.N., Tedder, I.J., Ford, C.R., and Circosta, G.B., 1980, Stratiform copper search in the southern Ablah graben:  Unpublished Utah Saudi Arabia Report 331, 112 p."
373,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
373,"Timothy Hayes, written commun., 2001"
374,"Timothy Hayes, written commun., 2001"
374,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
374,"Parker, T.W.H., and Smith, G.H., 1980, An assessment of the stratiform copper potential of the Ablah Synform:  Saudi Arabian Deputy Ministry for Mineral Resources Technical Record RF-TR-01-1, 47 p."
375,"Timothy Hayes, written commun., 2001"
375,"Johnson, P.R. and Vranas, G.J., 1984, The geotectonic environment of Late Proterozoic mineralization in the southern Arabian Shield: Precambrian Research, v. 25, p. 329-348."
375,"Sanders, R.N., Tedder, I.J., Ford, C.R., and Circosta, G.B., 1980, Stratiform copper search in the southern Ablah graben:  Unpublished Utah Saudi Arabia Report 331, 112 p."
376,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
376,"Geological Survey of Canada Open File 2915b, 256 p."
376,"Harpoth, O., Pederson, J.L., Schonwandt, H.K., andThomasson, B., 1986, The mineral occurrences of central East Greenland: Meddelesser om Gronland, Geoscience, v. 17, 139 p."
377,"Trettin, H.P., 1969, Lower Palaeozoic Sediments of North Western Baffin Island District of Franklin:  Geological Survey of Canada, Bulletin 157, p. 35-49."
378,"Geological Survey of Canada Open File 2915b, 256 p."
378,"Harpoth, O., Pederson, J.L., Schonwandt, H.K., andThomasson, B., 1986, The mineral occurrences of central East Greenland: Meddelesser om Gronland, Geoscience, v. 17, 139 p."
378,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
379,"Campbell, F.H., 1978, Geology of the Helikian Rocks of the Bathurst Inlet Area, Coronation Gulf, Northwest Territories:  in Current Research, Part A, Geological Survey of Canada, Paper 78-1, p. 97-106."
380,"Kindle, E.D., 1972, Classification and description of copper deposits, Coppermine River Area, District of Mackenzie:  Geological Survey of Canada, Bulletin 214, 109 p."
381,"Baragar, W.R.A., and Donaldson, J.A., 1973, Coppermine and Dismal Lakes Map-Areas:  Geological Survey of Canada, Paper 71-39, 20 p."
382,"Gosse, M. and Sawiuk, M., 1986, Sediment-Hosted Stratabound Copper Mineralization in the Early Proterozoic Great Bear Magmatic Zone:  Royal School of Mines Journal 1986, No. 36, p. 13-18."
383,"Anon, 1982, Noranda Company Officials personal communication ."
384,"Aitken, J.D., Cook, D.G., and Yorath,C.J., 1982, Upper Ramparts River (106g) and Sans Sault Rapids (106h) Map Areas, District of Mackenzie:  Geological Survey of Canada, Memoir 388, 48 p."
385,"Kidd, D.F., 1936, Rae To Great Bear Lake, Mackenzie District, N.W.T.:  Geological Survey of Canada, Memoir 187, 44 p."
386,"Goodfellow, W.D., 1979, Geochemistry of copper lead and zinc mineralization in Proterozoic Rocks Near Gillespie Lake, Yukon:  Geological Survey of Canada Paper 79-1a, p. 333-348."
387,"Ruelle, J.C.L., 1982, Depositional environments and genesis of stratiform copper deposits of the Redstone Copper Belt, Mackenzie Mountains, Nwt:  in Precambrian Sulphide Deposits, Robinson Vol, Gac Special Paper 25,P 701."
388,"Ruelle, J.C.L., 1982, Depositional environments and genesis of stratiform copper deposits of the Redstone copper belt, Mackenzie Mountains, N.W.T. in Hutchinson, C.D., Spence, C.D., and Franklin, J.M., Precambrian sulfide  deposits: Geological Association of Canada Special Paper 25, p. 701-737"
389,"Blusson, S.L., 1971, Sekwi Mountain Map-Area, Yukon Territory and District of Mackenzie:  Geological Survey of Canada, Paper 71-22, 17 p."
390,"Ruelle, J.C.L., 1982, Depositional environments and genesis of stratiform copper deposits of the Redstone Copper Belt, Mackenzie Mountains, Nwt:  in Precambrian Sulphide Deposits, Robinson Vol, Gac Special Paper 25,P 701."
391,"Gabrielse, H., 1973, Geology of Flat River, Glacier Lake, and Wrigley Lake Map-Areas, District of Mackenzie and Yukon Territory:  Geological Survey of Canada, Memoir 366, Part I, 153 p. and Part Ii, 268 p."
392,"Ruelle, J.C.L., 1982, Depositional environments and genesis of stratiform copper deposits of the Redstone Copper Belt, Mackenzie Mountains, Nwt:  in Precambrian Sulphide Deposits, Robinson Vol, Gac Special Paper 25,P 701."
393,"Ruelle, J.C.L., 1982, Depositional environments and genesis of stratiform copper deposits of the Redstone copper belt, Mackenzie Mountains, N.W.T. in Hutchinson, C.D., Spence, C.D., and Franklin, J.M., Precambrian sulfide  deposits: Geological Association of Canada Special Paper 25, p. 701-737."
393,"Eisbacher, G.H., 1977, Tectono-Stratigraphic Framework of the Redstone Copper Belt District of Mackenzie:  in Report of Activities, Part A, Geological Survey of Canada, Paper 77-1a, p. 229-234."
394,"Ruelle, J.C.L., 1982, Depositional environments and genesis of stratiform copper deposits of the Redstone Copper Belt, Mackenzie Mountains, Nwt:  in Precambrian Sulphide Deposits, Robinson Vol, Gac Special Paper 25,P 701."
395,"Morin, J.A., 1977, / Department of Indian and Northern Affairs, North of 60, Mineral Industry Report 1976, Egs 1977-1."
396,"Jefferson, C.W., 1978, Stratigraphy and sedimentology Upper Proterozoic Redstone Copper Belt-A Preliminary Report:  Department of Indian and Northern Affairs, North of 60, Mineral Industry Report 1975 (Egs 1978-5)."
397,"Douglas, R.J., 1963, Dahadinni and Wrigley Map-Areas, District of Mackenzie, Northwest Territories:  Geological Survey of Canada, Paper 62-33, 34 p."
398,", 1975, Copper Mineralization in Redstone River Area, Northwest Territories:  Geological Survey of Canada Open-File 298."
399,"Gabrielse, H., 1973, Geology of Flat River, Glacier Lake, and Wrigley Lake Map-Areas, District of Mackenzie and Yukon Territory:  Geological Survey of Canada, Memoir 366, Part I, 153 p. and Part Ii, 268 p."
400,"Gabrielse, H., 1973, Geology of Flat River, Glacier Lake, and Wrigley Lake Map-Areas, District of Mackenzie and Yukon Territory:  Geological Survey of Canada, Memoir 366, Part I, 153 p. and Part Ii, 268 p."
401,"Gabrielse, H., 1973, Geology of Flat River, Glacier Lake, and Wrigley Lake Map-Areas, District of Mackenzie and Yukon Territory:  Geological Survey of Canada, Memoir 366, Part I, 153 p. and Part Ii, 268 p."
402,"Gabrielse, H., 1973, Geology of Flat River, Glacier Lake, and Wrigley Lake Map-Areas, District of Mackenzie and Yukon Territory:  Geological Survey of Canada, Memoir 366, Part I, 153 p. and Part Ii, 268 p."
403,"Anon, 1962, Redstone Mines Ltd. Map No. 95-L-15 Central Permit Area, Department of Indian Affairs and Northern Development, Assessment Reports."
404,"Lustwerl, R.L. and Wasserman, M.D.. 1989,  Water escape structures in the Coates Lake Group, Nortwest Territories, Canada and their relationship to mineralization at the Redstone stratiform copper depositin Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36,  p. 207-224"
404,"Ruelle, J.C.L., 1982, Depositional environments and genesis of stratiform copper deposits of the Redstone Copper Belt, Mackenzie Mountains, N.W.T. in Hutchinson, C.D., Spence, C.D., and Franklin, J.M., Precambrian sulfide  deposits: Geological Association of Canada Special Paper 25, p. 701-737"
405,"Gabrielse, H., 1973, Geology of Flat River, Glacier Lake, and Wrigley Lake Map-Areas, District of Mackenzie and Yukon Territory:  Geological Survey of Canada, Memoir 366, Part I, 153 p. and Part Ii, 268 p."
406,"Anon, 1982, Noranda Company officials personal communication ."
407,"Gabrielse, H., 1973, Geology of Flat River, Glacier Lake, and Wrigley Lake Map-Areas, District of Mackenzie and Yukon Territory:  Geological Survey of Canada, Memoir 366, Part I, 153 p. and Part Ii, 268 p."
408,"Mcglynn, J.C., 1971, Metallic Mineral Industry, District of Mackenzie, Northwest Territories:  Geological Survey of Canada, Paper 70-17, 194 p."
409,"Gabrielse, H., 1973, Geology of Flat River, Glacier Lake, and Wrigley Lake Map-Areas, District of Mackenzie and Yukon Territory:  Geological Survey of Canada, Memoir 366, Part I, 153 p. and Part Ii, 268 p."
410,"Wright, G.M., 1967, Geology of the Southeastern Barren Grounds, Parts of the Districts of Mackenzie and Keewatin (Operations Keewatin Baker the lon):  Geological Survey of Canada Memoir 350."
