position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
1344,3737,2008,Serbia,"Copper: metal",Bor,"Smelter at Bor",Plant,"44° 04'  N","022° 07'  E",44.07,22.11,F,,"Rudarsko Topionicki Bazen Bor (RTB Bor)",,,Active,0,"thousand metric tons",,849
1345,3738,2008,Serbia,"Copper: mine production, Cu content of concentrate",Majdanpek,"Mine at Majdanpek",Mine,"44° 25'  N","021° 57'  E",44.41,21.95,F,,"Rudarsko Topionicki Bazen Bor (RTB Bor)",,,Active,0,"thousand metric tons",,849
1346,3739,2008,Serbia,"Copper: mine production, Cu content of concentrate",Majdanpek,"Mill at Majdanpek",Plant,"44° 25'  N","021° 57'  E",44.41,21.95,F,,"Rudarsko Topionicki Bazen Bor (RTB Bor)",,,Active,0,"thousand metric tons",,849
1347,3740,2008,Serbia,"Copper: mine production, Cu content of concentrate","Veliki Krivelj","Mine at Veliki Krivelj",Mine,"44° 08'  N","022° 07'  E",44.13,22.11,F,,"Rudarsko Topionicki Bazen Bor (RTB Bor)",,,Active,0,"thousand metric tons",,849
1348,3741,2008,Serbia,"Copper: mine production, Cu content of concentrate","Veliki Krivelj","Mill at Veliki Krivelj",Plant,"44° 08'  N","022° 07'  E",44.13,22.11,F,,"Rudarsko Topionicki Bazen Bor (RTB Bor)",,,Active,0,"thousand metric tons",,849
1349,3742,2008,Serbia,"Copper: mine production, Cu content of concentrate",Bor,"Mine ""Jama"" at Bor",Mine,"44° 04'  N","022° 07'  E",44.07,22.11,F,,"Rudarsko Topionicki Bazen Bor (RTB Bor)",,,Active,0,"thousand metric tons",,849
1350,3743,2008,Serbia,"Copper: mine production, Cu content of concentrate",Bor,"Mill ""Jama"" at Bor",Plant,"44° 04'  N","022° 07'  E",44.07,22.11,F,,"Rudarsko Topionicki Bazen Bor (RTB Bor)",,,Active,0,"thousand metric tons",,849
1386,3779,2007,Slovakia,"Copper: refined",Krompachy,"Plant in Krompachy",Plant,"48° 40'  N","019° 09'  E",48.67,19.15,F,,"Kovohuty A.S.",,,Active,30,"thousand metric tons per year",,849
1482,3875,2007,Spain,"Copper: metal",Huelva,"Refinery at Huelva",Plant,"37° 14'  N","007° 03'  W",37.24,-6.95,F,,"Atlantic Copper S.A.","Freeport McMoRan Copper & Gold Inc., 100%",,Active,270,"thousand metric tons per year",,849
1483,3876,2007,Spain,"Copper: metal",Huelva,"Electrolytic refinery at Huelva",Plant,"37° 14'  N","007° 03'  W",37.24,-6.95,F,,"Atlantic Copper S.A.","Freeport McMoRan Copper & Gold Inc., 100%",,Active,105,"thousand metric tons per year",,849
1484,3877,2007,Spain,"Copper: metal","Berango, Vizcaya","Smelter and electrolytic refinery at Berango, Vizcaya",Plant,"43° 22'  N","003° 01'  W",43.37,-2.99,F,,"Elmet SL",,,Active,60,"thousand metric tons per year",,849
1485,3878,2007,Spain,"Copper: metal",Asua-Bilbao,"Smelter at Asua-Bilbao",Plant,"43° 19'  N","003° 01'  W",43.31,-2.99,F,,"Industrias Reunidas de Cobre",,,Active,30,"thousand metric tons per year",,849
1486,3879,2007,Spain,"Copper: ore, metal","Rio Tinto area","Alfredo underground mine",Mine,"37° 08'  N","003° 56'  W",37.13,-2.07,F,U,"Atlantic Copper S.A.","Freeport McMoRan Copper & Gold Inc., 100%",,Active,30,"thousand metric tons per year",,849
1487,3880,2007,Spain,"Copper: ore, metal","Rio Tinto area","Cerro Colorado open pit mine",Mine,"37° 08'  N","003° 56'  W",37.13,-2.07,F,S,"Minas de Rio Tinto S.A.",,,Active,20,"thousand metric tons per year",,849
1488,3881,2007,Spain,"Copper: ore, metal","Near Santiago de Compostela","Mine at Arientero",Mine,"42° 53'  N","009° 27'  W",42.88,-8.55,A,,"Atlantic Copper S.A.","Freeport McMoRan Copper & Gold Inc., 100%",,Active,12,"thousand metric tons per year","Combined capacities for positions 14881489.",849
1489,3882,2007,Spain,"Copper: ore, metal","Near Santiago de Compostela","Plant at Arientero",Plant,"42° 53'  N","009° 27'  W",42.88,-8.55,A,,"Atlantic Copper S.A.","Freeport McMoRan Copper & Gold Inc., 100%",,Active,12,"thousand metric tons per year","Combined capacities for positions 14881489.",849
1550,3943,2007,Sweden,"Copper: metal",Ronnskar,"Smelter and refinery at Ronnskar",Plant,"64° 40'  N","021° 16'  E",64.67,21.27,F,,"Boliden Metals AB",,,Active,240,"thousand metric tons per year",,849
1551,3944,2007,Sweden,"Copper: ore",Aitik,"Mine at Aitik",Mine,"67° 00'  N","019° 19'  E",67,19.32,A,U,"Boliden Mineral AB",,,Active,68,"thousand metric tons per year","Combined capacities for positions 15511557.",849
1552,3945,2007,Sweden,"Copper: ore",Garpenberg,"Mine at Garpenberg",Mine,"60° 19'  N","016° 11'  E",60.31,16.19,F,U,"Boliden Mineral AB",,,Active,68,"thousand metric tons per year","Combined capacities for positions 15511557.",849
1553,3946,2007,Sweden,"Copper: ore",Kankberg,"Mine at Kankberg",Mine,"64° 55'  N","020° 16'  E",64.91,20.26,F,U,"Boliden Mineral AB",,,Active,68,"thousand metric tons per year","Combined capacities for positions 15511557.",849
1554,3947,2007,Sweden,"Copper: ore",Kristineberg,"Mine at Kristineberg",Mine,"65° 04'  N","018° 34'  E",65.07,18.57,F,U,"Boliden Mineral AB",,,Active,68,"thousand metric tons per year","Combined capacities for positions 15511557.",849
1555,3948,2007,Sweden,"Copper: ore",Langdal,"Mine at Langdal",Mine,"64° 52'  N","020° 22'  E",64.87,20.37,F,U,"Boliden Mineral AB",,,Active,68,"thousand metric tons per year","Combined capacities for positions 15511557.",849
1556,3949,2007,Sweden,"Copper: ore",Petiknas,"Mine at Petiknas",Mine,"64° 56'  N","020° 04'  E",64.94,20.07,F,U,"Boliden Mineral AB",,,Active,68,"thousand metric tons per year","Combined capacities for positions 15511557.",849
1557,3950,2007,Sweden,"Copper: ore",Renstrom,"Mine at Renstrom",Mine,"64° 55'  N","020° 05'  E",64.92,20.09,F,U,"Boliden Mineral AB",,,Active,68,"thousand metric tons per year","Combined capacities for positions 15511557.",849
1558,3951,2007,Sweden,"Copper: ore",Pahtohavare,"Mine at Pahtohavare",Mine,"67° 50'  N","020° 10'  E",67.84,20.17,F,U,"Outokumpu Oyj",,,Active,22,"thousand metric tons per year",,849
1621,4014,2007,Switzerland,Copper,Gurtnellen,"Refinery at Gurtnellen",Plant,"46° 44'  N","008° 37'  E",46.73,8.62,F,,"Schmelzmetall AG",,,Active,2.4,"thousand metric tons per year",,849
19,4139,2004,Argentina,"Copper and gold",,"Bajo de La Alumbrera Mine, Belén Department, Catamarca Province",Mine,"27° 39' 00"" ","67° 02' 00"" ",-27.65,-67.033,,S,"Minera Alumbrera Ltd. (Xstrata plc: 50%, Wheaton River Minerals Ltd.: 37.5%, Northern Orion Resources Inc.: 12.5%)",,,Active,"200 (copper)","t/yr (copper), kg/yr (gold)",­­,850
134,4254,2005,Brazil,Copper,,"Camaçari, Bahia State",Refinery,"12° 41' 00""","38° 19' 00""",-12.683,-38.333,,,"Caraíba Metais S/A (CMSA) (private: 100%).",,,Active,"220 (metal)","thousand t/yr",­­,850
135,4255,2005,Brazil,Copper,,"Jaguari, Bahia State",Mine,"10° 17' 00""","40° 12' 00""",-10.267,-40.2,,U,"Mineração Caraíba S/A (Grupo PARANAPANEMA: 100%)",,,Active,"130 (ore)","thousand t/yr",­­,850
136,4256,2005,Brazil,Copper,,"Jaguari, Bahia State (beneficiation plant)",Plant,"10° 16' 00""","40° 12' 00""",-10.267,-40.2,,,"Mineração Caraíba S/A (Grupo PARANAPANEMA: 100%)",,,Active,"90 (concentr","thousand t/yr",­­,850
314,4434,2005,Canada,Copper,,"Myra Falls Mine, British Columbia",Mine,"49° 19' 48""","125° 19' 48""",49.33,-125.33,,U,"Boliden Westmin (Canada) Limited",,,Active,9000,"thousand t/yr",­­,850
315,4435,2005,Canada,Copper,,"Sudbury Division, Sudbury, Ontario",Plant,"46° 30' 00""","80° 58' 00""",46.5,-80.967,,,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,4250,"thousand t/yr",­­,850
316,4436,2005,Canada,Copper,,"Strathcona and Timmins operations in Timmins, Ontario",Plant,"48° 30' 00""","81° 20' 00""",48.5,-81.333,,,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,4860,"thousand t/yr",­­,850
317,4437,2005,Canada,Copper,,"Smelter in Timmins, Ontario",Smelter,"48° 30' 00""","81° 20' 00""",48.5,-81.333,,,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,440,"thousand t/yr",­­,850
318,4438,2005,Canada,Copper,,"Kidd Creek Mine, near Timmins, northern Ontario",Mine,"48° 41' 00""","81° 22' 00""",48.683,-81.367,,U,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,"4,000 (ore)","thousand t/yr",­­,850
319,4439,2005,Canada,Copper,,"Montcalm Mine, 70 km west of Timmins, Ontario",Refinery,"48° 33' 36""","81° 53' 24""",48.56,-81.89,,,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,"2,000 (ore)","thousand t/yr",­­,850
320,4440,2005,Canada,Copper,,"Raglan Mine in Ungave, Québec",Mine,"61° 39' 00""","73° 41' 00""",61.65,-73.683,,"S,U","Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,"2,000 (ore)","thousand t/yr",­­,850
321,4441,2005,Canada,Copper,,"Louvicourt Mine, Val d'Or, Québec",Mine,"48° 46' 12""","77° 48' 00""",48.77,-77.8,,U,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,"2,000 (ore)","thousand t/yr",­­,850
322,4442,2005,Canada,Copper,,"Smelter in Thompson, Manitoba",Smelter,"55° 45' 00""","97° 52' 00""",55.75,-97.867,,,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,"686 (project","thousand t/yr",­­,850
323,4443,2005,Canada,Copper,,"Bell Allard Mine, Murdochville, Québec",Mine,"49° 41' 00""","77° 44' 00""",49.683,-77.733,,U,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,"4,000 (ore)","thousand t/yr",­­,850
324,4444,2005,Canada,Copper,,"Horne Smelter in Rouyn-Noranda, Toronto, northwestern Quebec",Smelter,"48° 14' 38""","79° 01' 09""",48.244,-79.019,,,"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",,,Active,770,"thousand t/yr",­­,850
325,4445,2005,Canada,Copper,,"Kamloops, British Columbia",Plant,"50° 40' 00""","120° 20' 00""",50.667,-120.333,,,"Highland Valley Copper (Teck Cominco Limited: 63.9%, BHP Billiton Ltd.: 33.6%, others: 2.5%)",,,Active,4500,"thousand t/yr",­­,850
326,4446,2005,Canada,Copper,,"Huckleberry Mine in Omineca, central British Columbia",Mine,"56° 00' 00""","124° 53' 00""",56,-124.883,,S,"Huckleberry Mines Ltd. (Imperial Metals Corp.: 50%, Japanese consortium: 50%)",,,Active,"37 copper co","thousand t/yr",­­,850
327,4447,2005,Canada,Copper,,"Mount Polley Mine, British Columbia",Mine,"52° 07' 00""","124° 51' 00""",52.117,-124.85,,S,"Imperial Metals Corporation",,,Active,"17 (copper c","thousand t/yr",­­,850
328,4448,2005,Canada,Copper,,"Smelter in Sudbury, Ontario",Smelter,"46° 30' 00""","80° 58' 00""",46.5,-80.967,,,"Inco Limited",,,Active,500,"thousand t/yr",­­,850
329,4449,2005,Canada,Copper,,"Refinery in Sudbury, Ontario",Refinery,"46° 30' 00""","80° 58' 00""",46.5,-80.967,,,"Inco Limited",,,Active,170,"thousand t/yr",­­,850
330,4450,2005,Canada,Copper,,"Kemess Mine, British Columbia",Mine,"57° 02' 00""","126° 47' 00""",57.033,-126.783,,S,"Northgate Exploration Limited",,,Active,"28 (copper c","thousand t/yr",­­,850
331,4451,2005,Canada,Copper,,"Thompson district, Manitoba",Plant,"55° 45' 00""","97° 52' 00""",55.75,-97.867,,,"Inco Limited",,,Active,varies,­­,­­,850
456,4576,2005,Chile,Copper,,"Andina Mining Division, including Rio Blanco and Sur Sur Mines",Mine,"32° 53' 00""","70° 14' 00""",-32.883,-70.233,,NA,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,240000,t/yr,"capacity sum for positions 456-459 is 1,740,000",850
457,4577,2005,Chile,Copper,,"CODELCO Norte Mining Division, including Chuquicamata, Mina Sur, and Radomiro Tomic Mines",Mine,"22° 17' 00"" ","68° 54' 00"" ",-22.283,-68.9,,NA,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,985000,t/yr,"capacity sum for positions 456-459 is 1,740,000",850
458,4578,2005,Chile,Copper,,"El Teniente Mining Division and Mine",Mine,"34° 06' 00""","70° 27' 00""",-34.1,-70.45,,NA,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,440000,t/yr,"capacity sum for positions 456-459 is 1,740,000",850
459,4579,2005,Chile,Copper,,"Salvador Mining Division, including Inca, Campamento Antiguo, and Damiana Norte Mines - (general coordinates of Chile)",Mine,"30° 00' 00""","71° 00' 00""",-30,-71,,NA,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,75000,t/yr,"capacity sum for positions 456-459 is 1,740,000",850
460,4580,2005,Chile,Copper,,"Chuquicamata (CODELCO Norte Division)",Smelter,"22° 19' 00""","68° 56' 00""",-22.317,-68.933,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,460000,t/yr,"capacity sum for positions 460-463, 492 is 960,000",850
461,4581,2005,Chile,Copper,,"Las Ventanas Smelter (anodes and blister)",Smelter,"32° 44' 00""","71° 02' 54""",-32.733,-71.048,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,400000,t/yr,"capacity sum for positions 460-463 is 960,000",850
462,4582,2005,Chile,Copper,,"Caletones (El Teniente Division)",Smelter,"34° 06' 00""","70° 27' 00""",-34.1,-70.45,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,360000,t/yr,"capacity sum for positions 460-463 is 960,000",850
463,4583,2005,Chile,Copper,,"Potrerillas (Salvador Division)",Smelter,"26° 26' 00""","69° 29' 00""",-26.433,-69.483,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,140000,t/yr,"capacity sum for positions 460-463 is 960,000",850
464,4584,2005,Chile,Copper,,"Chuquicamata (CODELCO Norte Division) (oxide)",Refinery,"22° 19' 00""","68° 56' 00""",-22.317,-68.933,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,600000,t/yr,"capacity sum for positions 464-467 is 815,000",850
465,4585,2005,Chile,Copper,,"Chuquicamata (CODELCO Norte Division) (sulfide)",Refinery,"22° 19' 00""","68° 56' 00""",-22.317,-68.933,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,85000,t/yr,"capacity sum for positions 464-467 is 815,000",850
466,4586,2005,Chile,Copper,,"Las Ventanas Refinery",Refinery,"32° 44' 00""","71° 02' 54""",-32.733,-71.048,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,335000,t/yr,"capacity sum for positions 464-467 is 815,000",850
467,4587,2005,Chile,Copper,,"Potrerillas (Salvador Division)",Refinery,"26° 26' 00""","69° 29' 00""",-26.433,-69.483,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,130000,t/yr,"capacity sum for positions 464-467 is 815,000",850
468,4588,2005,Chile,Copper,,"Chuquicamata SX-EW plants (CODELCO Norte Division) (oxide)",Plant,"22° 19' 00""","68° 56' 00""",-22.317,-68.933,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,130000,t/yr,"capacity sum for positions 468-470, 493 is 217,000",850
469,4589,2005,Chile,Copper,,"El Teniente SX-EW plants",Plant,"34° 06' 00""","70° 27' 00""",-34.1,-70.45,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,2000,t/yr,"capacity sum for positions 468-470, 493 is 217,000",850
470,4590,2005,Chile,Copper,,"Potrerillas SX-EW plants (Salvador Division) (oxide and sulfide)",Plant,"26° 26' 00""","69° 29' 00""",-26.433,-69.483,,,"Corporación Nacional del Cobre de Chile (CODELCO) (government: 100%)",,,Active,85000,t/yr,"capacity sum for positions 468-470, 493 is 217,000",850
471,4591,2005,Chile,Copper,,"Bioleaching plant to process copper from CODELCO Norte concentrates in Chuquicamata",Plant,"22° 17' 00"" ","68° 54' 00"" ",-22.283,-68.9,,,"Alliance Copper Ltd. (BHP Billiton plc: 50%, Corporación Nacional del Cobre de Chile: 50%)",,,Active,20000,t/yr,­­,850
472,4592,2005,Chile,Copper,,"Andacollo Mine, Region IV",Mine,"30° 13' 49""","71° 05' 09""",-30.23,-71.086,,S,"Compañía Minera Carmen de Andacollo (Aur Resources Inc.: 63%, Compañía Minera del Pacífico: 27%, Empresa Nacional de Minería (ENAMI): 10%)",,,Active,22000,t/yr,­­,850
473,4593,2005,Chile,Copper,,"Cerro Colorado Mine and SX-EW plant",Mine,"33° 05' 00""","71° 39' 00""",-33.083,-71.65,,NA,"Compañía Minera Cerro Colorado (BHP Billiton plc: 100%)",,,Active,125000,t/yr,"SX-EW is solvent extraction-electrowinning",850
474,4594,2005,Chile,Copper,,"Open-pit mine, concentrator plant, SX-EW plant, at Ujina, Region I","Mine, Plant","20° 59' 00""","68° 36' 00""",-20.983,-68.6,,S,"Compañia Minera Doña Inés de Collahuasi SCM (Anglo-American plc: 44%, Xstrata: 44%, companies led by Mitsui & Co. Ltd.: 12%)",,,Active,"515,000 (est",t/yr,"SX-EW is solvent extraction-electrowinning",850
475,4595,2005,Chile,Copper,,"Quebrada Blanca open-pit mine, Region I",Mine,"21° 00' 00"" ","68° 49' 00"" ",-21,-68.817,,S,"Compañía Minera Quebrada Blanca (Aur Resources Inc.: 76.5%, Inversiones Mineras S.A.: 13.5%)",,,Active,80000,t/yr,­­,850
476,4596,2005,Chile,Copper,,"Zaldívar open-pit, heap-leach mine, Region II",Mine,"24° 10' 00"" ","69° 03' 00"" ",-24.167,-69.05,,NA,"Compañía Minera Zaldívar (Placer Dome Inc.: 100%)",,,Active,150000,t/yr,­­,850
477,4597,2005,Chile,Copper,,"Mantos Blancos open pit mine, SX-EW plant, Region II",Mine,"23° 33' 00""","70° 11' 00""",-23.55,-70.183,,S,"Empresa Minera de Mantos Blancos S.A. (Anglo-American plc: 99.9%, other private: 0.1%)",,,Active,95000,t/yr,"SX-EW is solvent extraction-electrowinning",850
478,4598,2005,Chile,Copper,,"Mantoverde open pit mine, SX-EW plant, Region III",Mine,"26° 34' 00"" ","70° 19' 00"" ",-26.567,-70.317,,NA,"Empresa Minera de Mantos Blancos S.A. (Anglo-American plc: 99.9%, other private: 0.1%)",,,Active,60000,t/yr,"SX-EW is solvent extraction-electrowinning",850
479,4599,2005,Chile,Copper,,"Hernán Videla Lira smelter (anodes and blister), Paipote, Region III",Smelter,"27° 25' 00""","70° 17' 00""",-27.417,-70.283,,,"Empresa Nacional de Minería (government: 100%)",,,Active,300000,t/yr,­­,850
480,4600,2005,Chile,Copper,,"El Tesoro open-pit mine and SX-EW plant, near Chuquicamata and Calama","Mine, Plant","22° 20' 00""","68° 56' 00""",-22.333,-68.933,,,"Minera El Tesoro S.A. (Antofagasta plc: 61%, Equatorial Mining Ltd.: 39% )",,,Active,100000,t/yr,"SX-EW is solvent extraction-electrowinning",850
481,4601,2005,Chile,Copper,,"Los Pelambres open-pit mine, 200 km northeast of Santiago",Mine,"31° 36' 00"" ","70° 50' 00"" ",-31.6,-70.833,,NA,"Minera Los Pelambres S.A. (Antofagasta plc: 60%, Japanese Consortia: 40%)",,,Active,360000,t/yr,­­,850
482,4602,2005,Chile,Copper,,"Michilla Mine and SX-EW and sulfide leaching plant, 1,500 km north of Santiago",Mine,"22° 44' 00""","70° 16' 00""",-22.733,-70.267,,NA,"Minera Michilla S.A. (Antofagasta plc: 74.2%, other private Chilean investor: 25.8%)",,,Active,55000,t/yr,"SX-EW is solvent extraction-electrowinning",850
483,4603,2005,Chile,Copper,,"Los Bronces Mine and Tortolas SX-EW plant","Mine, Plant","34° 12' 00""","71° 01' 00""",-34.2,-71.017,,NA,"Minera Sur Andes Ltda. (Anglo-American plc: 100%)",,,Active,240000,t/yr,"SX-EW is solvent extraction-electrowinning",850
484,4604,2005,Chile,Copper,,"El Soldado Mine",Mine,"32° 42' 00"" ","71° 05' 00"" ",-32.7,-71.083,,NA,"Minera Sur Andes Ltda. (Anglo-American plc: 100%)",,,Active,70000,t/yr,­­,850
485,4605,2005,Chile,Copper,,"Chagres Smelter (blister and anodes)",Smelter,"32° 48' 00""","70° 58' 00""",-32.8,-70.967,,,"Minera Sur Andes Ltda. (Anglo-American plc: 100%)",,,Active,162000,t/yr,­­,850
486,4606,2005,Chile,Copper,,"Altonorte Smelter, La Negra, Region II",Smelter,"28° 20' 00"" ","70° 50' 00"" ",-28.333,-70.833,,,"Noranda Chile S.A., Fundición Altonorte (Noranda Inc.: 100%)",,,Active,290000,t/yr,­­,850
487,4607,2005,Chile,Copper,,"El Abra Mine and SX-EW plant, near Calama","Mine, Plant","34° 18' 00""","70° 53' 00""",-34.3,-70.883,,NA,"Sociedad Contractual Minera El Abra (Phelps Dodge Corporation: 51%, CODELCO: 49%)",,,Active,250000,t/yr,"SX-EW is solvent extraction-electrowinning",850
488,4608,2005,Chile,Copper,,"Lomas Bayas Mine and SX-EW plant, Region II","Mine, Plant","23° 26' 00"" ","69° 30' 00"" ",-23.433,-69.5,,NA,"Xstrata (Credit Suiss Securities (Europe) Ltda.: 16.23%, Glencore Int. AG, Zug: 19.4%, other: 64.13%)",,,Active,65000,t/yr,"SX-EW is solvent extraction-electrowinning",850
489,4609,2005,Chile,"Copper, gold, and silver",,"Candelaria open-pit mine, underground mine, and concentration plant; Ojos del Salado Mine and concentration plant, near Copiapó","Mine, Plant","43° 04' 04""","73° 33' 42""",-43.068,-73.562,,"S,U","Cía. Contractual Minera Candelaria (Phelps Dodge Corporation: 80%, SMMA Candelaria, Inc.: 20%)",,,Active,"232,000 (cop","t/yr (copper), kg/yr (gold, silver)",­­,850
490,4610,2005,Chile,"Copper, gold, and silver",,"Manuel Antonio Matta Plant, Paipote; Osvaldo Martinez Plant, El Salado; Vallenar Plant, Region III; and José Antonio Moreno Plant, Taltal, Regio",Plant,"30° 35' 54""","71° 12' 01""",-30.598,-71.2,,,"Empresa Nacional de Minería (government: 100%)",,,Active,"22,000 (copp","t/yr (copper), kg/yr (gold, silver)",­­,850
491,4611,2005,Chile,"Copper, gold, and silver",,"Escondida open pit mine, 2 concentrator plants, and an oxide plant for and an oxide plant for cathode production (SX-EW)","Mine, Plant","30° 10' 00"" ","70° 58' 00"" ",-30.167,-70.967,,S,"Minera Escondida Ltd. (BHP Billiton plc: 57.5%, Rio Tinto plc: 30%, Japan Escondida Corporation: 10%, International Finance Corp.: 2.5%)",,,Active,"1,250,000 (c","t/yr (copper), kg/yr (gold, silver)","SX-EW is solvent extraction-electrowinning",850
534,4654,2004,Colombia,Copper,,"El Roble Mine, El Carmen, Choco Department",Mine,"5° 51' 00"" N","76° 12' 00"" ",5.85,-76.2,,NA,"Mineria El Roble, S.A.",,,Active,3,"thousand t/yr",­­,850
670,4790,2004,Mexico,Copper,,"Mine and smelter at Cananea, Sonora",Mine,"30° 57' 00""","110° 17' 59""",30.95,-110.3,,S,"Mexicana de Cananea, S.A. de C.V. (Grupo México, S.A. de C.V.: 90%)",,,Active,"29,200 (mill","thousand t/yr","SX-EW is solvent extraction-electrowinning",850
671,4791,2004,Mexico,Copper,,"La Caridad Mine, Smelter, Refinery, and Rod Plant at Nacozari de Garcia, Sonora",Mine,"30° 24' 00""","109° 39' 00""",30.4,-109.65,,S,"Mexicana de Cananea, S.A. de C.V. (Grupo México, S.A. de C.V.: 90%)",,,Active,"350 (smelter","thousand t/yr","SX-EW is solvent extraction-electrowinning",850
738,4858,2005,Peru,Copper,,"Tintaya Mine, Cusco Department",Mine,"13° 35' 23"" ","71° 01' 55"" ",-13.59,-71.933,,S,"BHP Tintaya S.A. (private: 100%)",,,Active,90,"thousand t/yr",­­,850
739,4859,2005,Peru,Copper,,"Yanacancha Mine, Junín Department",Mine,"12° 12' 00""","75° 25' 00""",-12.2,-75.417,,U,"Cía. Minera Atacocha S.A. (private: 100%)",,,Active,30,"thousand t/yr",­­,850
740,4860,2005,Peru,Copper,,"Condestable Mine, Mala Mine, Canete Province, Junín Department",Mine,"10° 41' 55""","75° 46' 08""",-10.699,-75.769,,S,"Cía. Minera Condestable S.A. (private: 100%)",,,Active,20,"thousand t/yr",­­,850
741,4861,2005,Peru,Copper,,"Yauricocha, Junín Department",Plant,"12° 18' 00""","75° 45' 00""",-12.3,-75.75,,,"Cía. Minera San Ignacio de Morococha S.A. (private: 100%)",,,Active,60,"thousand t/yr",­­,850
742,4862,2005,Peru,Copper,,"San Cristóbal, Mahr Túnel, and Andaychagua, Junín Department",Mine,"11° 44' 28""","76° 3' 28"" W",-11.741,-76.058,,S,"Cía. Minera Volcán S.A. (private: 100%)",,,Active,60,"thousand t/yr",­­,850
743,4863,2005,Peru,Copper,,"Antamina Mine, Huari, Ancash Department",Mine,"9° 20' 00"" S","77° 14' 00""",-9.333,-77.233,,S,"Compañía Minera Antamina S.A. (CMA) (BHP Billiton plc.: 33.75%, Noranda Inc.: 33.75%, Teck Cominco Ltd.: 22.5%, Mitsubishi Corp.: 10%)",,,Active,1000,"thousand t/yr",­­,850
744,4864,2005,Peru,Copper,,"Antamina Concentrator, Ancash Department",Plant,"9° 46' 00"" S","77° 00' 00""",-9.767,-77.1,,,"Compañía Minera Antamina S.A. (CMA) (BHP Billiton plc.: 33.75%, Noranda Inc.: 33.75%, Teck Cominco Ltd.: 22.5%, Mitsubishi Corp.: 10%)",,,Active,400,"thousand t/yr",­­,850
745,4865,2005,Peru,Copper,,"Cobriza, 350km SE of La Oroya, Huancavelica Department",Mine,"12° 41' 00""","74° 24' 00""",-12.7,-74.4,,U,"Doe Run Resources Corp. (private: 100%)",,,Active,70,"thousand t/yr",­­,850
746,4866,2005,Peru,Copper,,"Smelter at La Oroya, Junín Department",Smelter,"11° 32' 00""","75° 54' 00""",-11.533,-75.9,,,"Doe Run Resources Corp. (private: 100%)",,,Active,65,"thousand t/yr",­­,850
747,4867,2005,Peru,Copper,,"Refinery at La Oroya, Junín Department",Refinery,"11° 32' 00""","75° 54' 00""",-11.533,-75.9,,,"Doe Run Resources Corp. (private: 100%)",,,Active,60,"thousand t/yr",­­,850
748,4868,2005,Peru,Copper,,"Casapalca, Lima Department",Mine,"11° 39' 00""","76° 14' 00""",-11.65,-76.233,,U,"Glencore International AG (private: 100%)",,,Active,60,"thousand t/yr",­­,850
749,4869,2005,Peru,Copper,,"Cerro Verde, Arequipa Department",Mine,"16° 31' 52"" ","71° 35' 57"" ",-16.531,-71.599,,S,"Sociedad Minera Cerro Verde S.A.A. (Phelps Dodge Corp.: 55%, Sumitomo Metal Mining Co. Ltd.: 25%, Cía. de Minas Buenaventura S.A.A.: 20%)",,,Active,100,"thousand t/yr",­­,850
